aco_flight_number,plot_datetime,study_area,plot_id,plot_type,cardinal,distance,multi_core,depth,core,plug,mass,notes,elevation,longitude,latitude,easting,northing,geometry,canopy_height,canopy_density,canopy_cover,aspect,SD_lidar,slope,field - lidar,aspect_cardinal,cover_type
1,3/10/2021 14:51,Englishman,N1A,Cardinal 10 m,S,10.0,yes,280,307.0,0,1590.0,,1524.425048828125,-124.5728909,49.2124938,385447.085,5452258.778,POINT (385447.085 5452258.778),0,0.0,0.0,344.0776062011719,350.0,7.076062202453613,-70.0,North,open
1,3/9/2021 16:36,Englishman,S3F,Cardinal 10 m,W,2.5,,240,,0,,,1376.1041259765625,-124.5676667,49.20373299,385804.869,5451287.001,POINT (385804.869 5451287.001),11,100.0,100.0,244.28424072265625,203.0,20.132789611816406,37.0,Southwest,under canopy
1,3/10/2021 10:39,Englishman,S1A,Cardinal 10 m,W,2.5,,310,,0,,,1552.964111328125,-124.5714063,49.20964315,385546.121,5451949.644,POINT (385546.121 5451949.644),5,80.0,100.0,139.74356079101562,264.0,15.871941566467285,46.0,Southeast,under canopy
1,3/10/2021 12:50,Englishman,E1A,Cardinal 10 m,W,2.5,,420,,0,,,1549.06005859375,-124.5725777,49.2107934,385463.467,5452079.282,POINT (385463.467 5452079.282),0,0.0,0.0,316.6087341308594,437.0,9.774682998657227,-17.0,Northwest,open
1,3/11/2021 13:51,Englishman,N2F,Cardinal 10 m,W,2.5,,325,,0,,,1332.6610107421875,-124.5571025,49.1991623,386563.912,5450763.019,POINT (386563.912 5450763.019),7,77.80000305175781,100.0,100.65010070800781,303.0,4.246362686157227,22.0,East,under canopy
1,3/11/2021 15:02,Englishman,W3F,Cardinal 10 m,W,2.5,,260,,0,,,1244.18310546875,-124.5537771,49.20333944,386815.685,5451222.384,POINT (386815.685 5451222.384),6,14.300000190734863,33.29999923706055,335.7185363769531,254.0,6.836379528045654,6.0,Northwest,sparse trees
1,3/10/2021 14:51,Englishman,N1A,Cardinal 10 m,W,2.5,,277,,0,,,1523.08203125,-124.5728909,49.2124938,385444.585,5452268.778,POINT (385444.585 5452268.778),0,0.0,0.0,347.451904296875,294.0,3.3291730880737305,-17.0,North,open
1,3/10/2021 14:51,Englishman,N1A,Cardinal 10 m,W,2.5,,277,,0,,,1523.08203125,-124.5728909,49.2124938,385444.585,5452268.778,POINT (385444.585 5452268.778),0,0.0,0.0,347.451904296875,294.0,3.3291730880737305,-17.0,North,open
1,3/11/2021 16:09,Englishman,E3F,Cardinal 10 m,W,2.5,,260,,0,,,1242.4801025390625,-124.5526971,49.20319333,386894.021,5451204.528,POINT (386894.021 5451204.528),10,100.0,100.0,87.48821258544922,223.0,15.196379661560059,37.0,East,under canopy
1,3/9/2021 16:36,Englishman,S3F,Cardinal 10 m,W,5.0,,260,,0,,,1375.43310546875,-124.5676667,49.20373299,385802.369,5451287.001,POINT (385802.369 5451287.001),10,85.69999694824219,100.0,253.36741638183594,219.0,19.991802215576172,41.0,West,under canopy
1,3/10/2021 10:39,Englishman,S1A,Cardinal 10 m,W,5.0,,300,,0,,,1553.322021484375,-124.5714063,49.20964315,385543.621,5451949.644,POINT (385543.621 5451949.644),0,0.0,0.0,156.5485382080078,268.0,17.021120071411133,32.0,Southeast,open
1,3/10/2021 12:50,Englishman,E1A,Cardinal 10 m,W,5.0,,425,,0,,,1549.0340576171875,-124.5725777,49.2107934,385460.967,5452079.282,POINT (385460.967 5452079.282),0,0.0,0.0,94.69843292236328,427.0,2.419630765914917,-2.0,East,open
1,3/11/2021 13:51,Englishman,N2F,Cardinal 10 m,W,5.0,,260,,0,,,1332.7420654296875,-124.5571025,49.1991623,386561.412,5450763.019,POINT (386561.412 5450763.019),14,100.0,100.0,92.75716400146484,259.0,1.516679286956787,1.0,East,under canopy
1,3/11/2021 15:02,Englishman,W3F,Cardinal 10 m,W,5.0,,250,,0,,,1243.60009765625,-124.5537771,49.20333944,386813.185,5451222.384,POINT (386813.185 5451222.384),11,91.69999694824219,100.0,295.54449462890625,253.0,24.75628089904785,-3.0,Northwest,under canopy
1,3/10/2021 14:51,Englishman,N1A,Cardinal 10 m,W,5.0,,290,,0,,,1523.1190185546875,-124.5728909,49.2124938,385442.085,5452268.778,POINT (385442.085 5452268.778),0,0.0,0.0,42.77045822143555,297.0,9.99150562286377,-7.0,Northeast,open
1,3/10/2021 14:51,Englishman,N1A,Cardinal 10 m,W,5.0,,290,,0,,,1523.1190185546875,-124.5728909,49.2124938,385442.085,5452268.778,POINT (385442.085 5452268.778),0,0.0,0.0,42.77045822143555,297.0,9.99150562286377,-7.0,Northeast,open
1,3/11/2021 16:09,Englishman,E3F,Cardinal 10 m,W,5.0,,280,,0,,,1243.135009765625,-124.5526971,49.20319333,386891.521,5451204.528,POINT (386891.521 5451204.528),0,0.0,0.0,71.88272857666016,306.0,12.591151237487793,-26.0,East,open
1,3/9/2021 16:36,Englishman,S3F,Cardinal 10 m,W,7.5,,210,,0,,,1374.3260498046875,-124.5676667,49.20373299,385799.869,5451287.001,POINT (385799.869 5451287.001),10,80.0,100.0,256.7554016113281,223.0,22.022397994995117,-13.0,West,under canopy
1,3/10/2021 10:39,Englishman,S1A,Cardinal 10 m,W,7.5,,230,,0,,,1553.4801025390625,-124.5714063,49.20964315,385541.121,5451949.644,POINT (385541.121 5451949.644),0,0.0,0.0,179.1837158203125,281.0,16.985151290893555,-51.0,South,open
1,3/10/2021 12:50,Englishman,E1A,Cardinal 10 m,W,7.5,,425,,0,,,1548.9801025390625,-124.5725777,49.2107934,385458.467,5452079.282,POINT (385458.467 5452079.282),0,0.0,0.0,273.2796936035156,422.0,1.8943160772323608,3.0,West,open
1,3/11/2021 13:51,Englishman,N2F,Cardinal 10 m,W,7.5,,260,,0,,,1333.0010986328125,-124.5571025,49.1991623,386558.912,5450763.019,POINT (386558.912 5450763.019),12,90.0,100.0,357.3828430175781,219.0,8.339560508728027,41.0,North,under canopy
1,3/11/2021 15:02,Englishman,W3F,Cardinal 10 m,W,7.5,,275,,0,,,1242.549072265625,-124.5537771,49.20333944,386810.685,5451222.384,POINT (386810.685 5451222.384),13,72.69999694824219,100.0,296.5475769042969,286.0,23.951990127563477,-11.0,Northwest,under canopy
1,3/10/2021 14:51,Englishman,N1A,Cardinal 10 m,W,7.5,,285,,0,,,1523.6490478515625,-124.5728909,49.2124938,385439.585,5452268.778,POINT (385439.585 5452268.778),0,0.0,0.0,24.948925018310547,259.0,13.890790939331055,26.0,Northeast,open
1,3/10/2021 14:51,Englishman,N1A,Cardinal 10 m,W,7.5,,285,,0,,,1523.6490478515625,-124.5728909,49.2124938,385439.585,5452268.778,POINT (385439.585 5452268.778),0,0.0,0.0,24.948925018310547,259.0,13.890790939331055,26.0,Northeast,open
1,3/11/2021 16:09,Englishman,E3F,Cardinal 10 m,W,7.5,,280,,0,,,1243.674072265625,-124.5526971,49.20319333,386889.021,5451204.528,POINT (386889.021 5451204.528),0,0.0,0.0,64.14148712158203,341.0,17.495649337768555,-61.0,Northeast,open
1,3/9/2021 16:36,Englishman,S3F,Cardinal 10 m,W,10.0,,270,,0,,,1373.654052734375,-124.5676667,49.20373299,385797.369,5451287.001,POINT (385797.369 5451287.001),9,66.69999694824219,100.0,251.0446014404297,236.0,18.548402786254883,34.0,West,under canopy
1,3/10/2021 10:39,Englishman,S1A,Cardinal 10 m,W,10.0,no,385,160.0,0,660.0,"Near trees, questionable going thru snow",1553.258056640625,-124.5714063,49.20964315,385538.621,5451949.644,POINT (385538.621 5451949.644),0,0.0,0.0,199.54312133789062,307.0,13.1964693069458,78.0,South,open
1,3/10/2021 12:50,Englishman,E1A,Cardinal 10 m,W,10.0,,375,,0,,,1548.9371337890625,-124.5725777,49.2107934,385455.967,5452079.282,POINT (385455.967 5452079.282),0,0.0,0.0,86.14936828613281,420.0,0.5893195271492004,-45.0,East,open
1,3/11/2021 13:51,Englishman,N2F,Cardinal 10 m,W,10.0,no,315,,0,,,1332.778076171875,-124.5571025,49.1991623,386556.412,5450763.019,POINT (386556.412 5450763.019),10,44.400001525878906,57.099998474121094,309.2400207519531,254.0,12.9783935546875,61.0,Northwest,under canopy
1,3/10/2021 12:50,Englishman,E1A,Cardinal 10 m,W,10.0,yes,375,370.0,0,2160.0,,1548.9371337890625,-124.5725777,49.2107934,385455.967,5452079.282,POINT (385455.967 5452079.282),0,0.0,0.0,86.14936828613281,420.0,0.5893195271492004,-45.0,East,open
1,3/10/2021 12:50,Englishman,E1A,Cardinal 10 m,W,10.0,yes,375,370.0,0,2160.0,Might not be to ground,1548.9371337890625,-124.5725777,49.2107934,385455.967,5452079.282,POINT (385455.967 5452079.282),0,0.0,0.0,86.14936828613281,420.0,0.5893195271492004,-45.0,East,open
1,3/10/2021 14:51,Englishman,N1A,Cardinal 10 m,W,10.0,yes,290,295.0,0,1530.0,,1523.4901123046875,-124.5728909,49.2124938,385437.085,5452268.778,POINT (385437.085 5452268.778),0,0.0,0.0,321.5196533203125,292.0,14.444061279296875,-2.0,Northwest,open
1,3/10/2021 10:39,Englishman,S1A,Cardinal 10 m,N,2.5,,350,,0,,,1553.509033203125,-124.5714063,49.20964315,385548.621,5451952.144,POINT (385548.621 5451952.144),4,70.0,80.0,157.06253051757812,326.0,20.817195892333984,24.0,Southeast,under canopy
1,3/10/2021 12:50,Englishman,E1A,Cardinal 10 m,N,2.5,,415,,0,,,1549.2191162109375,-124.5725777,49.2107934,385465.967,5452081.782,POINT (385465.967 5452081.782),0,0.0,0.0,308.7158508300781,420.0,9.530516624450684,-5.0,Northwest,open
1,3/11/2021 13:51,Englishman,N2F,Cardinal 10 m,N,2.5,,310,,0,,,1332.526123046875,-124.5571025,49.1991623,386566.412,5450765.519,POINT (386566.412 5450765.519),0,0.0,0.0,15.669061660766602,297.0,5.493677616119385,13.0,North,open
1,3/11/2021 15:02,Englishman,W3F,Cardinal 10 m,N,2.5,,255,,0,,,1244.2960205078125,-124.5537771,49.20333944,386818.185,5451224.884,POINT (386818.185 5451224.884),0,0.0,0.0,298.74114990234375,235.0,16.157278060913086,20.0,Northwest,open
1,3/10/2021 14:51,Englishman,N1A,Cardinal 10 m,N,2.5,,280,,0,,,1522.7000732421875,-124.5728909,49.2124938,385447.085,5452271.278,POINT (385447.085 5452271.278),0,0.0,0.0,337.4227600097656,243.0,16.322860717773438,37.0,Northwest,open
1,3/10/2021 14:51,Englishman,N1A,Cardinal 10 m,N,2.5,,280,,0,,,1522.7000732421875,-124.5728909,49.2124938,385447.085,5452271.278,POINT (385447.085 5452271.278),0,0.0,0.0,337.4227600097656,243.0,16.322860717773438,37.0,Northwest,open
1,3/11/2021 16:09,Englishman,E3F,Cardinal 10 m,N,2.5,,300,,0,,,1242.0760498046875,-124.5526971,49.20319333,386896.521,5451207.028,POINT (386896.521 5451207.028),0,0.0,0.0,143.354248046875,301.0,11.216320037841797,-1.0,Southeast,open
1,3/11/2021 15:02,Englishman,W3F,,W,10.0,no,280,210.0,0,1010.0,Bad recovery small tree well denser crystals,1244.5120849609375,-124.5537771,49.20333944,386818.185,5451222.384,POINT (386818.185 5451222.384),0,0.0,0.0,305.8909912109375,249.0,16.3206787109375,31.0,Northwest,open
1,3/11/2021 16:09,Englishman,E3F,,,10.0,no,275,255.0,0,1020.0,,1242.110107421875,-124.5526971,49.20319333,386896.521,5451204.528,POINT (386896.521 5451204.528),11,73.69999694824219,100.0,71.88238525390625,263.0,8.581822395324707,12.0,East,under canopy
1,3/11/2021 16:09,Englishman,E3F,,Centre,,no,250,190.0,0,750.0,Hit small pocket,1242.110107421875,-124.5526971,49.20319333,386896.521,5451204.528,POINT (386896.521 5451204.528),11,73.69999694824219,100.0,71.88238525390625,263.0,8.581822395324707,-13.0,East,under canopy
1,3/10/2021 12:50,Englishman,E1A,,S,10.0,yes,335,331.0,0,1820.0,,1549.4271240234375,-124.5725777,49.2107934,385465.967,5452079.282,POINT (385465.967 5452079.282),0,0.0,0.0,307.0776672363281,409.0,12.186086654663086,-74.0,Northwest,open
1,3/10/2021 12:50,Englishman,E1A,,N,10.0,yes,220,200.0,0,1340.0,,1549.4271240234375,-124.5725777,49.2107934,385465.967,5452079.282,POINT (385465.967 5452079.282),0,0.0,0.0,307.0776672363281,409.0,12.186086654663086,-189.0,Northwest,open
